,date,open_BTC,high_BTC,low_BTC,close_BTC,open_ETH,high_ETH,low_ETH,close_ETH,open_LTC,high_LTC,low_LTC,close_LTC,open_NEO,high_NEO,low_NEO,close_NEO,open_BNB,high_BNB,low_BNB,close_BNB,open_XRP,high_XRP,low_XRP,close_XRP,open_LINK,high_LINK,low_LINK,close_LINK,open_EOS,high_EOS,low_EOS,close_EOS,open_TRX,high_TRX,low_TRX,close_TRX,open_ETC,high_ETC,low_ETC,close_ETC,open_XLM,high_XLM,low_XLM,close_XLM,open_ZEC,high_ZEC,low_ZEC,close_ZEC
810,2019-12-26 00:00:00,7205.01,7435.0,7157.12,7202.0,125.09,132.26,124.32,125.58,40.11,41.73,39.58,40.01,8.601,8.85,8.482,8.525,13.0665,13.5466,13.023,13.1414,0.18864,0.1941,0.18722,0.18923,1.7836,1.9604,1.7702,1.8539,2.4803,2.65,2.4636,2.5169,0.0132,0.01387,0.01315,0.01335,4.0403,4.7234,4.0342,4.49,0.04435,0.04568,0.04406,0.04468,27.37,28.58,27.07,27.61
809,2019-12-27 00:00:00,7202.0,7275.86,7076.42,7254.74,125.58,127.1,121.91,126.29,39.99,41.5,39.67,40.95,8.516,8.754,8.467,8.723,13.1349,13.2981,12.8927,13.2888,0.18924,0.19015,0.1848,0.19003,1.8538,1.9299,1.8435,1.8751,2.5165,2.5961,2.5062,2.5712,0.01334,0.0134,0.01301,0.01323,4.4901,4.68,4.35,4.5117,0.04469,0.04609,0.0441,0.04584,27.61,27.79,27.12,27.62
808,2019-12-28 00:00:00,7254.77,7365.01,7238.67,7316.14,126.28,129.68,125.84,128.11,40.96,43.76,40.91,42.83,8.723,8.843,8.664,8.766,13.2888,13.72,13.2569,13.6779,0.19003,0.19469,0.18969,0.1932,1.8777,1.8994,1.8555,1.8746,2.5717,2.6681,2.5688,2.6283,0.01323,0.01375,0.01321,0.01348,4.5091,4.5581,4.3717,4.4137,0.04585,0.0465,0.04567,0.04589,27.62,28.45,27.59,28.16
807,2019-12-29 00:00:00,7315.36,7528.45,7288.0,7388.24,128.11,138.07,127.52,134.36,42.84,43.76,42.14,43.08,8.769,9.363,8.758,9.201,13.6788,14.2186,13.575,14.104,0.19321,0.1985,0.1908,0.19653,1.8716,1.92,1.8444,1.8976,2.6283,2.7178,2.616,2.6859,0.01347,0.01386,0.01334,0.0137,4.4136,4.8589,4.3891,4.6434,0.04583,0.04672,0.04573,0.04619,28.15,29.81,27.92,29.14
806,2019-12-30 00:00:00,7388.43,7408.24,7220.0,7246.0,134.36,136.24,130.3,131.59,43.07,44.18,41.82,42.38,9.202,9.266,8.885,8.943,14.0984,14.3796,13.78,13.8597,0.19651,0.1979,0.19206,0.19326,1.898,1.898,1.8072,1.8243,2.6861,2.7214,2.6003,2.6263,0.01371,0.01396,0.01322,0.0133,4.6436,4.8651,4.5275,4.6243,0.04618,0.04683,0.0453,0.04552,29.16,29.17,28.25,28.35
805,2019-12-31 00:00:00,7246.0,7320.0,7145.01,7195.23,131.61,133.68,128.17,129.16,42.36,43.05,41.0,41.3,8.956,9.051,8.61,8.678,13.8597,14.0564,13.64,13.7161,0.19327,0.19422,0.18988,0.19295,1.8215,1.8292,1.754,1.7673,2.6271,2.6526,2.5653,2.5833,0.0133,0.01353,0.01311,0.0133,4.6246,4.775,4.4328,4.4945,0.04553,0.04574,0.04467,0.04495,28.34,28.36,27.47,27.54
804,2020-01-01 00:00:00,7195.24,7255.0,7175.15,7200.85,129.16,133.05,128.68,130.77,41.29,42.08,41.16,41.62,8.674,9.0,8.632,8.85,13.7159,13.8692,13.65,13.7184,0.19285,0.19526,0.19219,0.19305,1.7678,1.8548,1.7606,1.8111,2.5837,2.6387,2.5763,2.6039,0.0133,0.01342,0.01315,0.01322,4.4945,4.5742,4.4723,4.5035,0.04495,0.04552,0.04482,0.04529,27.52,28.35,27.37,28.07
803,2020-01-02 00:00:00,7200.77,7212.5,6924.74,6965.71,130.72,130.78,126.38,127.19,41.58,41.74,39.17,39.43,8.846,8.849,8.446,8.462,13.7072,13.7302,12.98,13.0105,0.19304,0.19304,0.18508,0.1875,1.8109,1.8164,1.7065,1.7366,2.6038,2.6098,2.4193,2.4593,0.01321,0.01323,0.01278,0.01284,4.507,4.5123,4.168,4.2283,0.04527,0.04544,0.04348,0.04361,28.06,28.1,26.64,27.02
802,2020-01-03 00:00:00,6965.49,7405.0,6871.04,7344.96,127.19,135.14,125.88,134.35,39.44,42.39,38.77,42.23,8.463,9.018,8.321,8.888,13.0104,13.75,12.9801,13.6474,0.1875,0.19395,0.1845,0.19338,1.7366,1.8292,1.7013,1.804,2.4594,2.6649,2.4303,2.6396,0.01285,0.01355,0.01269,0.01344,4.2329,4.6299,4.1791,4.5768,0.04358,0.04568,0.04324,0.04566,27.02,28.69,26.75,28.41
801,2020-01-04 00:00:00,7345.0,7404.0,7272.21,7354.11,134.37,135.85,132.5,134.2,42.23,42.9,41.77,42.78,8.885,9.1,8.779,9.077,13.6481,13.871,13.5102,13.8092,0.19331,0.19363,0.19119,0.19305,1.803,1.8446,1.784,1.8242,2.6425,2.664,2.6168,2.6481,0.01344,0.0135,0.01323,0.01344,4.5769,4.7842,4.5207,4.7598,0.04564,0.04585,0.04513,0.04565,28.47,30.4,28.03,29.91
800,2020-01-05 00:00:00,7354.19,7495.0,7318.0,7358.75,134.2,138.19,134.19,135.37,42.79,44.61,42.6,43.3,9.085,9.245,8.964,9.02,13.7978,14.3133,13.791,14.0532,0.19305,0.19722,0.19288,0.19453,1.8243,1.8413,1.785,1.7957,2.648,2.7759,2.6461,2.6865,0.01345,0.01387,0.01343,0.01353,4.7587,5.0052,4.7325,4.8784,0.04566,0.04625,0.04519,0.04544,29.91,32.01,29.81,30.81
799,2020-01-06 00:00:00,7357.64,7795.34,7346.76,7758.0,135.37,144.41,134.86,144.15,43.29,46.08,43.16,45.8,9.008,9.8,8.988,9.757,14.0488,14.9873,14.0168,14.9471,0.19453,0.22396,0.19421,0.2231,1.7954,1.9386,1.7925,1.9374,2.6845,2.8602,2.6786,2.8506,0.01353,0.01473,0.01349,0.01472,4.8783,5.1559,4.8411,5.0333,0.04544,0.05049,0.04534,0.05046,30.81,33.25,30.5,32.86
798,2020-01-07 00:00:00,7758.9,8207.68,7723.71,8145.28,144.14,145.31,138.76,142.8,45.8,47.03,44.48,46.3,9.771,9.943,9.363,9.801,14.9427,15.187,14.456,15.0226,0.2231,0.2255,0.20702,0.21335,1.9373,2.1398,1.8993,2.1033,2.8506,2.889,2.7537,2.8459,0.01471,0.01483,0.01406,0.01434,5.0306,5.079,4.712,4.8344,0.0505,0.05103,0.04739,0.04839,32.86,33.21,30.72,32.24
797,2020-01-08 00:00:00,8145.92,8455.0,7870.0,8055.98,142.8,147.77,137.03,140.72,46.3,48.54,44.0,45.35,9.805,10.198,9.3,9.448,15.0212,15.32,14.2,14.5334,0.21334,0.21836,0.20311,0.2075,2.1006,2.3495,2.1006,2.1892,2.846,2.9692,2.7093,2.7751,0.01434,0.01466,0.0138,0.01402,4.8352,5.0589,4.6938,4.9521,0.04839,0.0494,0.04672,0.04768,32.24,33.14,30.02,30.88
796,2020-01-09 00:00:00,8054.72,8055.96,7750.0,7817.76,140.76,141.5,135.3,137.74,45.35,45.79,43.9,44.74,9.465,9.521,9.31,9.387,14.5334,14.5823,14.201,14.3978,0.2075,0.20877,0.20126,0.20373,2.1877,2.2344,2.0977,2.1886,2.7759,2.7992,2.6925,2.7432,0.01402,0.01413,0.01374,0.01398,4.952,5.21,4.8724,5.1848,0.04768,0.04818,0.0469,0.04718,30.86,32.02,30.15,30.83
795,2020-01-10 00:00:00,7817.74,8199.0,7672.0,8197.02,137.73,145.17,135.32,144.84,44.75,49.72,43.71,49.06,9.368,9.899,9.042,9.862,14.3806,15.0973,14.11,15.07,0.20375,0.21318,0.20023,0.21284,2.1867,2.2489,2.1455,2.2257,2.7433,3.0054,2.65,2.9866,0.01399,0.01486,0.01365,0.01469,5.1866,5.4013,4.9102,5.36,0.04715,0.04818,0.04553,0.04802,30.83,34.7,30.01,33.69
794,2020-01-11 00:00:00,8198.86,8286.34,8003.16,8020.01,144.83,148.05,142.09,142.38,49.06,51.95,47.77,49.3,9.874,10.049,9.576,9.696,15.0643,15.32,14.7111,14.9177,0.21277,0.21994,0.20852,0.21121,2.2255,2.345,2.218,2.2734,2.9873,3.13,2.9351,2.9901,0.01469,0.01508,0.01447,0.0146,5.3608,5.8289,5.3167,5.5704,0.04805,0.04956,0.04736,0.04825,33.72,36.76,33.25,34.88
793,2020-01-12 00:00:00,8020.01,8197.0,7960.0,8184.98,142.4,146.6,141.76,146.54,49.32,51.75,48.78,51.43,9.687,10.44,9.616,10.271,14.9137,15.4707,14.8001,15.3366,0.21121,0.21713,0.20941,0.21539,2.273,2.3212,2.212,2.2383,2.9893,3.216,2.9335,3.2107,0.0146,0.0151,0.01441,0.01503,5.5685,5.6472,5.3599,5.5765,0.04825,0.04932,0.048,0.04905,34.87,36.39,34.53,35.52
792,2020-01-13 00:00:00,8184.97,8196.0,8055.89,8110.34,146.56,147.0,142.27,143.58,51.44,51.6,48.91,49.6,10.266,10.301,9.805,10.0,15.337,15.3572,14.9295,15.1736,0.21536,0.2156,0.2096,0.21134,2.2382,2.2382,2.1561,2.1901,3.2086,3.2106,3.0664,3.1049,0.01504,0.01509,0.01454,0.01464,5.5802,5.5987,5.3106,5.4677,0.04904,0.04906,0.0476,0.04813,35.52,38.64,34.57,38.32
791,2020-01-14 00:00:00,8110.34,8880.0,8105.54,8810.01,143.58,171.7,143.51,165.64,49.59,60.8,49.58,58.39,10.008,11.69,10.008,11.204,15.1735,16.91,15.1659,16.6371,0.21134,0.24526,0.21134,0.23464,2.1904,2.4701,2.1792,2.3751,3.1048,4.08,3.1036,3.81,0.01464,0.01722,0.01463,0.01677,5.4725,7.0163,5.4711,6.7895,0.04812,0.05532,0.0481,0.0528,38.32,45.74,38.05,43.83
790,2020-01-15 00:00:00,8814.64,8916.48,8564.0,8821.41,165.6,171.98,159.2,166.4,58.37,60.33,55.28,58.16,11.203,12.0,10.714,11.412,16.6301,18.19,16.27,17.6655,0.23455,0.24356,0.2263,0.23367,2.3751,2.5604,2.3332,2.3953,3.81,3.9499,3.57,3.7675,0.01676,0.01824,0.01609,0.01729,6.7834,8.1277,6.6222,7.9911,0.0528,0.05674,0.05155,0.0548,43.81,59.0,43.0,54.97
789,2020-01-16 00:00:00,8820.01,8859.81,8586.0,8720.01,166.4,167.4,157.8,164.21,58.17,58.5,54.5,57.56,11.415,11.598,10.725,11.271,17.6655,17.6923,16.31,17.0333,0.23367,0.23501,0.2223,0.229,2.3991,2.51,2.2932,2.4925,3.7695,3.9527,3.5243,3.8376,0.0173,0.01746,0.01606,0.01734,7.9864,8.65,7.3087,8.414,0.05477,0.05511,0.05206,0.05367,55.0,55.77,47.61,50.8
788,2020-01-17 00:00:00,8720.15,9041.65,8672.44,8913.28,164.24,174.81,162.14,169.85,57.56,63.26,56.72,61.02,11.288,11.955,11.125,11.848,17.04,18.4849,17.04,18.0724,0.22899,0.24453,0.22659,0.23921,2.669,2.896,2.592,2.696,3.8374,4.0786,3.7402,3.9038,0.01734,0.01814,0.01692,0.01758,8.4029,12.0299,8.1649,9.4792,0.05371,0.06457,0.05306,0.06072,50.78,65.96,48.93,61.54
787,2020-01-18 00:00:00,8913.27,8988.88,8806.38,8915.96,169.92,179.5,164.92,174.14,61.05,62.5,57.9,59.32,11.835,12.339,11.289,11.876,18.0763,18.3602,17.45,17.8088,0.23922,0.25456,0.23183,0.24357,2.696,2.799,2.56,2.774,3.9042,4.0086,3.7037,3.8049,0.01757,0.01818,0.01719,0.01766,9.4563,9.766,8.1,8.2944,0.06078,0.06626,0.05746,0.06149,61.5,62.69,51.0,51.16
786,2020-01-19 00:00:00,8915.09,9198.98,8466.0,8701.7,174.1,178.05,161.66,166.79,59.29,62.55,55.34,57.6,11.879,12.219,10.768,11.245,17.7954,18.495,16.6666,17.388,0.24357,0.25175,0.227,0.23558,2.777,2.854,2.519,2.623,3.8062,3.9414,3.4219,3.6115,0.01767,0.01812,0.016,0.01665,8.2991,9.46,7.77,8.5268,0.06148,0.0664,0.05839,0.06004,51.17,54.9,48.12,51.56
785,2020-01-20 00:00:00,8701.72,8746.99,8521.28,8642.35,166.79,169.33,161.24,166.87,57.59,58.29,55.84,57.19,11.243,11.317,10.81,11.114,17.3706,17.5516,16.8043,17.3235,0.23554,0.23672,0.22415,0.23314,2.623,2.745,2.544,2.695,3.6133,3.7046,3.486,3.62,0.01665,0.01677,0.01611,0.01661,8.5258,9.0946,8.0512,8.6347,0.06003,0.06516,0.0592,0.06274,51.6,56.02,48.87,53.68
784,2020-01-21 00:00:00,8642.35,8789.0,8488.0,8736.03,166.86,170.32,164.8,169.49,57.19,58.09,55.91,57.57,11.118,11.313,10.83,11.226,17.3265,18.2,17.2228,18.1166,0.23314,0.242,0.23,0.23726,2.694,2.745,2.561,2.673,3.6177,3.6916,3.5526,3.6527,0.01661,0.01737,0.01651,0.01732,8.624,9.1469,8.5001,8.943,0.06274,0.06478,0.06148,0.06279,53.67,54.16,50.79,53.26
783,2020-01-22 00:00:00,8736.04,8818.0,8590.0,8682.36,169.48,171.47,166.03,168.07,57.6,59.33,57.18,58.33,11.23,11.385,11.135,11.247,18.1107,18.4,17.55,17.8344,0.23738,0.23996,0.23213,0.23733,2.675,2.694,2.626,2.654,3.6544,3.7471,3.5861,3.654,0.01733,0.01754,0.01705,0.01743,8.937,9.5275,8.9121,9.3457,0.06282,0.06395,0.06084,0.06136,53.24,54.16,51.35,52.21
782,2020-01-23 00:00:00,8682.77,8691.81,8306.39,8404.52,168.07,168.2,159.21,162.81,58.33,58.4,52.42,54.52,11.261,11.275,10.388,10.621,17.8344,17.8344,16.7441,17.0524,0.23733,0.23746,0.22123,0.22586,2.656,2.659,2.43,2.471,3.6533,3.6558,3.4936,3.5706,0.01743,0.01745,0.01593,0.01628,9.3459,9.39,8.1864,8.4421,0.06137,0.06143,0.05688,0.05833,52.21,52.28,48.22,49.6
781,2020-01-24 00:00:00,8404.52,8528.02,8238.0,8439.0,162.85,164.45,155.55,162.54,54.52,55.41,50.64,54.38,10.607,10.692,10.136,10.511,17.0813,17.4429,16.4288,17.1148,0.22584,0.2263,0.21378,0.22222,2.47,2.542,2.35,2.504,3.5731,3.7039,3.3524,3.6345,0.01627,0.01663,0.01565,0.01639,8.4403,8.8441,7.8401,8.6118,0.05834,0.05842,0.05489,0.05714,49.58,50.89,46.22,48.82
780,2020-01-25 00:00:00,8438.99,8451.26,8254.9,8340.58,162.51,162.79,157.61,160.35,54.41,54.41,51.9,53.25,10.51,10.512,10.19,10.35,17.1133,17.1215,16.5685,16.9555,0.22219,0.22271,0.21662,0.21946,2.506,2.515,2.436,2.448,3.6344,3.637,3.4921,3.498,0.01638,0.0164,0.01594,0.01613,8.6119,8.65,8.1,8.3966,0.05717,0.05729,0.05559,0.05604,48.8,49.75,47.88,48.72
779,2020-01-26 00:00:00,8340.01,8618.13,8293.66,8615.0,160.36,168.08,159.41,167.86,53.26,56.68,52.8,56.24,10.338,10.806,10.263,10.797,16.9419,17.499,16.8315,17.499,0.21946,0.23276,0.218,0.23131,2.449,2.582,2.429,2.575,3.4967,3.6666,3.4308,3.6486,0.01612,0.01688,0.01602,0.01684,8.3903,9.378,8.2287,9.19,0.05602,0.05863,0.05576,0.05841,48.71,54.51,48.18,53.65
778,2020-01-27 00:00:00,8614.39,9000.0,8535.0,8907.57,167.91,172.56,165.22,170.08,56.29,59.65,55.87,58.55,10.797,11.297,10.687,11.082,17.4919,17.95,17.2198,17.67,0.23121,0.23393,0.2263,0.23077,2.579,2.683,2.561,2.608,3.65,4.0596,3.6451,3.9647,0.01685,0.01731,0.01674,0.01713,9.1898,11.1721,9.1654,10.4161,0.05841,0.06097,0.05763,0.05971,53.67,58.08,53.65,55.18
777,2020-01-28 00:00:00,8907.57,9400.0,8862.4,9374.21,170.04,176.2,170.03,175.64,58.55,61.61,57.28,60.52,11.103,11.419,11.028,11.36,17.67,18.16,17.4466,18.0662,0.23078,0.24162,0.23077,0.23906,2.61,2.678,2.588,2.656,3.9618,4.1325,3.871,4.0412,0.01713,0.01899,0.01712,0.0186,10.4229,11.7,10.3572,11.3697,0.0597,0.06224,0.05906,0.06072,55.17,57.09,53.76,56.74
776,2020-01-29 00:00:00,9375.34,9449.24,9216.0,9301.53,175.58,178.45,173.33,173.72,60.54,62.56,59.4,59.8,11.359,11.697,11.114,11.201,18.0614,18.4437,17.809,17.9134,0.23912,0.24197,0.23425,0.23539,2.659,2.839,2.644,2.781,4.0408,4.1196,3.9556,3.9674,0.01861,0.0198,0.01848,0.01866,11.3697,12.8789,11.3316,12.2231,0.06073,0.06304,0.06022,0.06083,56.72,64.5,56.33,61.74
775,2020-01-30 00:00:00,9301.57,9578.0,9204.44,9513.21,173.68,187.0,170.93,184.69,59.81,70.22,58.24,67.98,11.197,11.812,10.873,11.735,17.9296,18.7027,17.7,18.5555,0.23538,0.24669,0.23056,0.24376,2.781,2.95,2.706,2.914,3.9666,4.4,3.8907,4.3236,0.01864,0.01983,0.0178,0.0195,12.2282,12.7189,11.6722,12.2842,0.06084,0.06319,0.05977,0.0628,61.71,70.42,59.68,66.3
774,2020-01-31 00:00:00,9511.52,9530.22,9210.01,9352.89,184.71,185.82,175.22,179.99,68.0,70.1,65.37,68.0,11.723,11.739,11.09,11.453,18.5557,18.88,17.8,18.2644,0.24376,0.24486,0.2335,0.23946,2.917,2.929,2.762,2.825,4.3258,4.372,4.0222,4.1444,0.0195,0.01981,0.01814,0.01867,12.2872,12.3114,10.7101,11.338,0.06282,0.06298,0.05984,0.0606,66.34,69.38,62.23,66.51
773,2020-02-01 00:00:00,9351.71,9464.53,9281.0,9384.61,179.94,184.28,179.23,183.6,68.02,73.0,67.62,70.72,11.465,11.637,11.156,11.422,18.2644,18.5956,18.03,18.2752,0.23947,0.24304,0.23684,0.24141,2.83,2.888,2.737,2.841,4.1462,4.2649,4.0662,4.1531,0.01866,0.01911,0.01837,0.01907,11.3374,11.7999,11.0306,11.5282,0.0606,0.06253,0.06042,0.06224,66.52,69.25,64.73,66.03
772,2020-02-02 00:00:00,9384.41,9477.03,9120.0,9331.51,183.63,193.43,179.1,188.44,70.72,73.5,67.66,69.93,11.423,12.578,11.22,12.016,18.2753,18.7714,17.8277,18.4333,0.24146,0.26163,0.2355,0.25093,2.84,2.894,2.737,2.832,4.1546,4.3359,4.0435,4.2145,0.01907,0.01987,0.01853,0.01909,11.5275,11.7481,11.1401,11.3658,0.06224,0.06617,0.06099,0.06345,66.02,68.0,63.57,66.36
771,2020-02-03 00:00:00,9331.59,9618.79,9234.0,9292.24,188.48,195.19,186.62,189.69,69.93,73.0,68.45,69.65,12.016,12.348,11.703,11.88,18.4333,18.8763,18.1959,18.46,0.25094,0.2595,0.24678,0.25453,2.832,2.884,2.747,2.782,4.2146,4.3756,4.1377,4.2027,0.01909,0.01972,0.01884,0.0192,11.364,12.2216,11.2878,11.7782,0.06345,0.066,0.06258,0.0643,66.4,68.4,64.8,65.52
770,2020-02-04 00:00:00,9291.35,9350.0,9093.01,9197.02,189.74,191.6,184.69,188.91,69.65,70.5,66.62,68.07,11.88,12.323,11.515,12.177,18.461,18.6158,17.87,18.1778,0.25447,0.271,0.24752,0.26737,2.78,2.806,2.676,2.741,4.202,4.2708,4.0619,4.2306,0.01919,0.01952,0.01841,0.01925,11.77,11.908,11.07,11.4111,0.06429,0.06758,0.06168,0.06634,65.46,66.11,62.28,64.34
769,2020-02-05 00:00:00,9197.02,9744.45,9177.22,9612.04,188.91,207.61,188.19,203.78,68.04,73.47,67.62,72.59,12.177,12.912,12.079,12.762,18.1778,19.4583,18.1635,19.262,0.26742,0.2824,0.26737,0.27774,2.743,2.891,2.732,2.843,4.2307,4.5899,4.1758,4.5284,0.01926,0.02083,0.01922,0.02076,11.4155,12.6426,11.3184,12.3345,0.06633,0.06964,0.06592,0.06908,64.33,72.97,63.58,71.19
768,2020-02-06 00:00:00,9612.03,9862.57,9526.35,9772.0,203.78,216.33,201.02,213.19,72.59,75.08,70.91,73.6,12.757,13.206,12.412,12.914,19.2686,20.84,19.03,20.6675,0.27782,0.28856,0.26778,0.28325,2.843,2.97,2.794,2.902,4.5282,4.6755,4.4349,4.6038,0.02076,0.0235,0.01985,0.02271,12.34,13.2228,10.9696,12.1132,0.06907,0.07185,0.06743,0.07113,71.19,72.84,68.43,70.14
767,2020-02-07 00:00:00,9772.0,9885.0,9730.0,9813.73,213.16,225.0,213.14,223.33,73.59,75.48,72.85,74.3,12.916,13.29,12.687,12.792,20.6665,22.5221,20.5199,22.0555,0.28325,0.28832,0.27766,0.27953,2.902,3.365,2.9,3.311,4.6001,4.7046,4.5148,4.5898,0.0227,0.02385,0.02123,0.02204,12.1139,12.2689,11.28,11.6967,0.07115,0.07366,0.07068,0.07188,70.18,71.93,67.46,68.38
766,2020-02-08 00:00:00,9813.87,9940.0,9667.11,9895.05,223.36,227.75,213.22,223.05,74.31,77.94,71.53,76.56,12.793,13.05,12.114,12.688,22.036,22.19,20.8943,21.7888,0.27951,0.28223,0.2636,0.27735,3.31,3.48,3.11,3.42,4.5898,4.85,4.43,4.762,0.02204,0.02249,0.02025,0.02179,11.6962,11.9498,11.1111,11.6984,0.07189,0.0722,0.06758,0.0709,68.38,72.07,65.91,70.02
765,2020-02-09 00:00:00,9895.04,10166.0,9880.75,10151.75,223.01,230.65,222.86,228.49,76.56,78.43,75.0,77.0,12.667,14.209,12.666,14.201,21.7871,24.3814,21.7746,24.38,0.27731,0.28924,0.27622,0.28257,3.419,3.525,3.232,3.504,4.7635,5.0463,4.7606,5.0111,0.02179,0.02272,0.02131,0.02206,11.6965,12.1486,11.2759,11.7025,0.07088,0.07396,0.07077,0.07327,70.01,72.65,68.88,71.33
764,2020-02-10 00:00:00,10151.72,10188.0,9756.0,9851.83,228.53,229.4,216.37,222.89,76.99,77.48,72.21,74.02,14.208,14.285,13.2,13.551,24.3517,25.7935,23.3,25.1465,0.28255,0.28322,0.2673,0.27338,3.503,3.511,3.272,3.388,5.0068,5.045,4.7373,4.8986,0.02208,0.02245,0.02088,0.02216,11.701,12.0767,11.3503,11.8387,0.07328,0.07375,0.06853,0.07051,71.29,71.5,67.81,69.77
763,2020-02-11 00:00:00,9851.74,10323.59,9700.0,10223.08,222.89,239.15,218.17,236.69,73.98,77.4,72.64,76.46,13.558,13.989,12.95,13.791,25.145,25.74,24.1202,25.6963,0.27342,0.2835,0.26738,0.281,3.389,3.999,3.353,3.989,4.8959,5.3025,4.7925,5.2449,0.02215,0.023,0.02143,0.02272,11.8386,12.1461,11.5869,11.96,0.07054,0.07467,0.06875,0.07404,69.77,72.99,68.01,72.68
762,2020-02-12 00:00:00,10223.08,10450.0,10223.08,10326.46,236.69,275.34,236.69,265.74,76.45,82.81,76.44,81.17,13.822,15.322,13.811,14.822,25.6728,26.9196,25.3402,26.4243,0.28092,0.309,0.28091,0.30427,3.992,4.2,3.861,3.988,5.2448,5.4622,5.24,5.3307,0.02273,0.02428,0.02273,0.02393,11.9585,12.47,11.9515,12.2074,0.0741,0.0825,0.07395,0.08004,72.7,75.0,72.27,73.12
761,2020-02-13 00:00:00,10325.33,10500.0,10080.0,10229.63,265.74,277.69,256.08,268.32,81.2,84.32,77.15,80.55,14.813,15.845,14.476,15.141,26.4136,27.1905,24.5995,25.4579,0.30427,0.34,0.3,0.32709,3.996,4.141,3.669,3.878,5.334,5.4996,5.18,5.3607,0.02392,0.02587,0.02226,0.02391,12.2132,13.0624,11.0005,12.055,0.08004,0.08769,0.07868,0.08325,73.11,75.82,69.95,72.01
760,2020-02-14 00:00:00,10227.78,10381.56,10111.37,10344.36,268.34,287.15,260.28,285.15,80.55,83.79,78.61,83.14,15.142,16.75,14.829,16.676,25.4621,26.513,25.0304,26.3547,0.32718,0.33942,0.3104,0.33594,3.877,4.494,3.797,4.43,5.3634,5.4473,5.2339,5.3747,0.02392,0.02692,0.0237,0.02639,12.0495,12.0742,11.6707,12.0094,0.08324,0.08725,0.07989,0.08671,72.01,73.1,70.57,72.92
759,2020-02-15 00:00:00,10344.36,10375.0,9801.0,9904.72,285.11,288.41,261.86,264.88,83.14,83.5,75.04,76.7,16.691,16.74,14.548,15.127,26.3662,26.4931,23.5288,24.2576,0.33585,0.34676,0.2955,0.30729,4.434,4.632,4.05,4.328,5.376,5.3928,4.5066,4.7429,0.02637,0.0266,0.02274,0.02364,12.0066,12.0612,9.76,10.4066,0.0867,0.08886,0.0761,0.07892,72.92,72.97,63.19,64.46
758,2020-02-16 00:00:00,9904.46,10050.0,9638.12,9917.27,264.91,274.0,237.41,258.85,76.74,80.77,67.85,74.67,15.113,15.872,13.413,14.625,24.2388,25.2485,21.8,23.3193,0.30729,0.31892,0.27,0.29224,4.327,4.884,4.0,4.454,4.7414,4.8611,4.0357,4.3812,0.02362,0.02477,0.02008,0.02223,10.3943,10.6674,8.8515,9.5637,0.07902,0.08145,0.06623,0.07437,64.47,66.51,54.07,60.0
757,2020-02-17 00:00:00,9910.7,9964.16,9452.67,9706.0,258.89,268.77,242.0,267.85,74.66,75.5,68.51,73.41,14.618,15.173,13.375,15.027,23.3193,23.6,21.551,23.4555,0.29248,0.29511,0.26821,0.28736,4.45,4.567,3.854,4.302,4.3781,4.4139,4.0285,4.3521,0.02224,0.0225,0.02005,0.02179,9.562,9.9051,8.6643,9.6792,0.07433,0.07517,0.06702,0.07272,60.01,66.13,54.76,64.2
756,2020-02-18 00:00:00,9706.0,10250.0,9576.01,10164.71,267.9,285.88,258.0,282.61,73.44,79.09,70.0,77.25,15.038,15.657,14.255,15.5,23.4558,24.4588,22.8013,24.0821,0.28741,0.30273,0.27474,0.29827,4.308,4.656,4.139,4.564,4.3526,4.65,4.2504,4.5793,0.02179,0.02296,0.02045,0.02262,9.6831,9.999,9.15,9.8629,0.07277,0.07685,0.07,0.07603,64.2,66.26,59.92,65.74
755,2020-02-19 00:00:00,10164.78,10250.0,9350.0,9593.79,282.64,285.0,251.56,258.45,77.25,79.45,67.0,70.61,15.508,15.536,13.7,14.043,24.0611,24.3264,21.8,22.3709,0.29834,0.30777,0.27007,0.27466,4.56,4.869,4.172,4.386,4.5817,4.608,3.5991,3.9752,0.02262,0.02289,0.0195,0.0202,9.8631,9.87,8.65,8.813,0.07601,0.07949,0.06847,0.07013,65.75,68.78,61.22,62.1
754,2020-02-20 00:00:00,9594.65,9699.0,9400.0,9596.42,258.44,264.33,245.34,256.96,70.61,72.43,66.1,69.4,14.037,14.398,13.4,14.03,22.3702,22.6741,21.0,22.1626,0.27466,0.28168,0.26109,0.2709,4.386,4.481,4.066,4.267,3.9753,4.0624,3.7955,3.9963,0.02017,0.02057,0.0188,0.0198,8.8115,9.0545,8.3284,8.8702,0.0701,0.07166,0.0672,0.0704,62.09,64.11,57.93,60.79
753,2020-02-21 00:00:00,9597.21,9755.51,9550.21,9677.05,256.97,268.24,253.61,265.27,69.38,75.25,68.56,73.25,14.035,14.33,13.705,14.017,22.1617,22.8639,21.7677,22.1888,0.27094,0.27898,0.2678,0.27418,4.268,4.51,4.18,4.275,3.9953,4.1944,3.9483,4.0509,0.01979,0.02057,0.01961,0.02016,8.8824,9.88,8.7771,9.4157,0.07037,0.07286,0.0695,0.07099,60.77,63.84,59.88,61.56
